Input String,Response String,text
"It’s over, Ron had to take Jack Sloper up to the hospital wing.",What?,"###Prompt:
Answer as if you are Harry responding to the previous line."
What?,"Well, we’re not sure, but we think he knocked himself out with his own bat. Anyway . . . a package just arrived, it’s only just got through Umbridge’s new screening process . . . It’s Easter eggs from Mum, There’s one for you. . . . There you go . . . Are you okay, Harry?","###Prompt:
Answer as if you are Ginny responding to the previous line."
"Well, we’re not sure, but we think he knocked himself out with his own bat. Anyway . . . a package just arrived, it’s only just got through Umbridge’s new screening process . . . It’s Easter eggs from Mum, There’s one for you. . . . There you go . . . Are you okay, Harry?","Yeah, I’m fine,","###Prompt:
Answer as if you are Harry responding to the previous line."
"Yeah, I’m fine,","You seem really down lately, You know, I’m sure if you just talked to Cho . . .","###Prompt:
Answer as if you are Ginny responding to the previous line."
"You seem really down lately, You know, I’m sure if you just talked to Cho . . .","It’s not Cho I want to talk to,","###Prompt:
Answer as if you are Harry responding to the previous line."
"It’s not Cho I want to talk to,","Who is it, then?","###Prompt:
Answer as if you are Ginny responding to the previous line."
"Who is it, then?","I . . . I wish I could talk to Sirius, But I know I can’t.","###Prompt:
Answer as if you are Harry responding to the previous line."
"I . . . I wish I could talk to Sirius, But I know I can’t.","Well, if you really want to talk to Sirius, I expect we could think of a way to do it . . .","###Prompt:
Answer as if you are Ginny responding to the previous line."
"Well, if you really want to talk to Sirius, I expect we could think of a way to do it . . .","Come on, With Umbridge policing the fires and reading all our mail?","###Prompt:
Answer as if you are Harry responding to the previous line."
"Come on, With Umbridge policing the fires and reading all our mail?","The thing about growing up with Fred and George, is that you sort of start thinking anything’s possible if you’ve got enough nerve.
Madam Pince: What?","###Prompt:
Answer as if you are Ginny responding to the previous line."
"The thing about growing up with Fred and George, is that you sort of start thinking anything’s possible if you’ve got enough nerve.
Madam Pince: What?","Oh damn,
Madam Pince: Chocolate in the library! Out — out — OUT!Ron: Well, It says here you need at least an E at N. E.W.T. level in Potions, Herbology, Transfiguration, Charms, and Defense Against the Dark Arts. I mean . . . blimey. . . . Don’t want much, do they?","###Prompt:
Answer as if you are Ginny responding to the previous line."
"Oh damn,
Madam Pince: Chocolate in the library! Out — out — OUT!Ron: Well, It says here you need at least an E at N. E.W.T. level in Potions, Herbology, Transfiguration, Charms, and Defense Against the Dark Arts. I mean . . . blimey. . . . Don’t want much, do they?","Well, it’s a very responsible job, isn’t it? You don’t seem to need many qualifications to liaise with Muggles. . . . All they want is an O. W.L. in Muggle Studies . . . ‘Much more important is your enthusiasm, patience, and a good sense of fun! ’","###Prompt:
Answer as if you are Hermione responding to the previous line."
"Well, it’s a very responsible job, isn’t it? You don’t seem to need many qualifications to liaise with Muggles. . . . All they want is an O. W.L. in Muggle Studies . . . ‘Much more important is your enthusiasm, patience, and a good sense of fun! ’",,"###Prompt:
Answer as if you are Harry responding to the previous line."
,"Hey, Ginny’s had a word with us about you, She says you need to talk to Sirius?","###Prompt:
Answer as if you are Fred responding to the previous line."
"Hey, Ginny’s had a word with us about you, She says you need to talk to Sirius?",What?,"###Prompt:
Answer as if you are Hermione responding to the previous line."
What?,"Yeah . . . yeah, I thought I’d like —","###Prompt:
Answer as if you are Harry responding to the previous line."
"Yeah . . . yeah, I thought I’d like —","Don’t be so ridiculous, With Umbridge groping around in the fires and frisking all the owls?","###Prompt:
Answer as if you are Hermione responding to the previous line."
"Don’t be so ridiculous, With Umbridge groping around in the fires and frisking all the owls?","Well, It’s a simple matter of causing a diversion. Now, you might have noticed that we have been rather quiet on the mayhem front during the Easter holidays?","###Prompt:
Answer as if you are George responding to the previous line."
"Well, It’s a simple matter of causing a diversion. Now, you might have noticed that we have been rather quiet on the mayhem front during the Easter holidays?","What was the point, we asked ourselves, of disrupting leisure time? No point at all, we answered ourselves. But it’s business as usual from tomorrow, And if we’re going to be causing a bit of uproar, why not do it so that Harry can have his chat with Sirius?","###Prompt:
Answer as if you are Fred responding to the previous line."
"What was the point, we asked ourselves, of disrupting leisure time? No point at all, we answered ourselves. But it’s business as usual from tomorrow, And if we’re going to be causing a bit of uproar, why not do it so that Harry can have his chat with Sirius?","Yes, but still, even if you do cause a diversion, how is Harry supposed to talk to him?","###Prompt:
Answer as if you are Hermione responding to the previous line."
"Yes, but still, even if you do cause a diversion, how is Harry supposed to talk to him?","Umbridge’s office,","###Prompt:
Answer as if you are Harry responding to the previous line."
"Umbridge’s office,",Are — you — insane?,"###Prompt:
Answer as if you are Hermione responding to the previous line."
Are — you — insane?,"I don’t think so,","###Prompt:
Answer as if you are Harry responding to the previous line."
"I don’t think so,",And how are you going to get in there in the first place?,"###Prompt:
Answer as if you are Hermione responding to the previous line."
And how are you going to get in there in the first place?,"Sirius’s knife,","###Prompt:
Answer as if you are Harry responding to the previous line."
"Sirius’s knife,",Excuse me?,"###Prompt:
Answer as if you are Hermione responding to the previous line."
Excuse me?,"Christmas before last Sirius gave me a knife that’ll open any lock, So even if she’s bewitched the door so Alohomora won’t work, which I bet she has —","###Prompt:
Answer as if you are Harry responding to the previous line."
"Christmas before last Sirius gave me a knife that’ll open any lock, So even if she’s bewitched the door so Alohomora won’t work, which I bet she has —",What do you think about this?,"###Prompt:
Answer as if you are Hermione responding to the previous line."
What do you think about this?,"I dunno, If Harry wants to do it, it’s up to him, isn’t it?","###Prompt:
Answer as if you are Ron responding to the previous line."
"I dunno, If Harry wants to do it, it’s up to him, isn’t it?","Spoken like a true friend and Weasley, Right, then.","###Prompt:
Answer as if you are Fred responding to the previous line."
"Spoken like a true friend and Weasley, Right, then.","Easy,","###Prompt:
Answer as if you are George responding to the previous line."
"Easy,",What sort of diversion is it?,"###Prompt:
Answer as if you are Ron responding to the previous line."
What sort of diversion is it?,"You’ll see, little bro, At least, you will if you trot along to Gregory the Smarmy’s corridor round about five o’clock tomorrow.Harry: Sorry, Professor, I forgot . . .","###Prompt:
Answer as if you are Fred responding to the previous line."
"You’ll see, little bro, At least, you will if you trot along to Gregory the Smarmy’s corridor round about five o’clock tomorrow.Harry: Sorry, Professor, I forgot . . .","No matter, Potter, Sit down, Potter, What? Have you had any thoughts about what you would like to do after you leave Hogwarts?","###Prompt:
Answer as if you are McGonagall responding to the previous line."
"No matter, Potter, Sit down, Potter, What? Have you had any thoughts about what you would like to do after you leave Hogwarts?","Er,","###Prompt:
Answer as if you are Harry responding to the previous line."
"Er,",Yes?,"###Prompt:
Answer as if you are McGonagall responding to the previous line."
Yes?,"Well,","###Prompt:
Answer as if you are Harry responding to the previous line."
"Well,","You’d need top grades for that, They ask for a minimum of five N. E.W.T.s, and nothing under ‘Exceeds Expectations’ grade, I see. Then you would be required to undergo a stringent series of character and aptitude tests at the Auror office. It’s a difficult career path, Potter; they only take the best. In fact, I don’t think anybody has been taken on in the last three years. You’ll want to know which subjects you ought to take, I suppose?","###Prompt:
Answer as if you are McGonagall responding to the previous line."
"You’d need top grades for that, They ask for a minimum of five N. E.W.T.s, and nothing under ‘Exceeds Expectations’ grade, I see. Then you would be required to undergo a stringent series of character and aptitude tests at the Auror office. It’s a difficult career path, Potter; they only take the best. In fact, I don’t think anybody has been taken on in the last three years. You’ll want to know which subjects you ought to take, I suppose?","Yes, Defense Against the Dark Arts, I suppose?","###Prompt:
Answer as if you are Harry responding to the previous line."
"Yes, Defense Against the Dark Arts, I suppose?","Naturally, Yes, And I ought to tell you now, Potter, that I do not accept students into my N. E.W.T. classes unless they have achieved ‘Exceeds Expectations’ or higher at Ordinary Wizarding Level. I’d say you’re averaging ‘Acceptable’ at the moment, so you’ll need to put in some good hard work before the exams to stand a chance of continuing. Then you ought to do Charms, always useful, and Potions. Yes, Potter, Potions, Poisons and antidotes are essential study for Aurors. And I must tell you that Professor Snape absolutely refuses to take students who get anything other than ‘Outstanding’ in their O. W.L.s, so — May I offer you a cough drop, Dolores?","###Prompt:
Answer as if you are McGonagall responding to the previous line."
"Naturally, Yes, And I ought to tell you now, Potter, that I do not accept students into my N. E.W.T. classes unless they have achieved ‘Exceeds Expectations’ or higher at Ordinary Wizarding Level. I’d say you’re averaging ‘Acceptable’ at the moment, so you’ll need to put in some good hard work before the exams to stand a chance of continuing. Then you ought to do Charms, always useful, and Potions. Yes, Potter, Potions, Poisons and antidotes are essential study for Aurors. And I must tell you that Professor Snape absolutely refuses to take students who get anything other than ‘Outstanding’ in their O. W.L.s, so — May I offer you a cough drop, Dolores?","Oh no, thank you very much, I just wondered whether I could make the teensiest interruption, Minerva?","###Prompt:
Answer as if you are Umbridge responding to the previous line."
"Oh no, thank you very much, I just wondered whether I could make the teensiest interruption, Minerva?","I daresay you’ll find you can,","###Prompt:
Answer as if you are McGonagall responding to the previous line."
"I daresay you’ll find you can,",I was just wondering whether Mr. Potter has quite the temperament for an Auror?,"###Prompt:
Answer as if you are Umbridge responding to the previous line."
I was just wondering whether Mr. Potter has quite the temperament for an Auror?,"Were you? Well, Potter, if you are serious in this ambition, I would advise you to concentrate hard on bringing your Transfiguration and Potions up to scratch. I see Professor Flitwick has graded you between ‘Acceptable’ and ‘Exceeds Expectations’ for the last two years, so your Charm work seems satisfactory; as for Defense Against the Dark Arts, your marks have been generally high, Professor Lupin in particular thought you — are you quite sure you wouldn’t like a cough drop, Dolores?","###Prompt:
Answer as if you are McGonagall responding to the previous line."
"Were you? Well, Potter, if you are serious in this ambition, I would advise you to concentrate hard on bringing your Transfiguration and Potions up to scratch. I see Professor Flitwick has graded you between ‘Acceptable’ and ‘Exceeds Expectations’ for the last two years, so your Charm work seems satisfactory; as for Defense Against the Dark Arts, your marks have been generally high, Professor Lupin in particular thought you — are you quite sure you wouldn’t like a cough drop, Dolores?","Oh, no need, thank you, Minerva, I was just concerned that you might not have Harry’s most recent Defense Against the Dark Arts marks in front of you. I’m quite sure I slipped in a note . . .","###Prompt:
Answer as if you are Umbridge responding to the previous line."
"Oh, no need, thank you, Minerva, I was just concerned that you might not have Harry’s most recent Defense Against the Dark Arts marks in front of you. I’m quite sure I slipped in a note . . .","What, this thing? Yes, as I was saying, Potter, Professor Lupin thought you showed a pronounced aptitude for the subject, and obviously for an Auror —","###Prompt:
Answer as if you are McGonagall responding to the previous line."
"What, this thing? Yes, as I was saying, Potter, Professor Lupin thought you showed a pronounced aptitude for the subject, and obviously for an Auror —","Did you not understand my note, Minerva?","###Prompt:
Answer as if you are Umbridge responding to the previous line."
"Did you not understand my note, Minerva?","Of course I understood it,","###Prompt:
Answer as if you are McGonagall responding to the previous line."
"Of course I understood it,","Well, then, I am confused. . . . I’m afraid I don’t quite understand how you can give Mr. Potter false hope that —","###Prompt:
Answer as if you are Umbridge responding to the previous line."
"Well, then, I am confused. . . . I’m afraid I don’t quite understand how you can give Mr. Potter false hope that —",False hope?,"###Prompt:
Answer as if you are McGonagall responding to the previous line."
False hope?,"I’m terribly sorry to have to contradict you, Minerva, but as you will see from my note, Harry has been achieving very poor results in his classes with me —","###Prompt:
Answer as if you are Umbridge responding to the previous line."
"I’m terribly sorry to have to contradict you, Minerva, but as you will see from my note, Harry has been achieving very poor results in his classes with me —","I should have made my meaning plainer, He has achieved high marks in all Defense Against the Dark Arts tests set by a competent teacher. Any questions, Potter?","###Prompt:
Answer as if you are McGonagall responding to the previous line."
"I should have made my meaning plainer, He has achieved high marks in all Defense Against the Dark Arts tests set by a competent teacher. Any questions, Potter?","Yes, What sort of character and aptitude tests do the Ministry do on you, if you get enough N. E.W.T.s?","###Prompt:
Answer as if you are Harry responding to the previous line."
"Yes, What sort of character and aptitude tests do the Ministry do on you, if you get enough N. E.W.T.s?","Well, you’ll need to demonstrate the ability to react well to pressure and so forth, perseverance and dedication, because Auror training takes a further three years, not to mention very high skills in practical defense. It will mean a lot more study even after you’ve left school, so unless you’re prepared to —","###Prompt:
Answer as if you are McGonagall responding to the previous line."
"Well, you’ll need to demonstrate the ability to react well to pressure and so forth, perseverance and dedication, because Auror training takes a further three years, not to mention very high skills in practical defense. It will mean a lot more study even after you’ve left school, so unless you’re prepared to —","I think you’ll also find, that the Ministry looks into the records of those applying to be Aurors. Their criminal records.","###Prompt:
Answer as if you are Umbridge responding to the previous line."
"I think you’ll also find, that the Ministry looks into the records of those applying to be Aurors. Their criminal records.","— unless you’re prepared to take even more exams after Hogwarts, you should really look at another —","###Prompt:
Answer as if you are McGonagall responding to the previous line."
"— unless you’re prepared to take even more exams after Hogwarts, you should really look at another —",— which means that this boy has as much chance of becoming an Auror as Dumbledore has of ever returning to this school.,"###Prompt:
Answer as if you are Umbridge responding to the previous line."
— which means that this boy has as much chance of becoming an Auror as Dumbledore has of ever returning to this school.,"A very good chance, then,","###Prompt:
Answer as if you are McGonagall responding to the previous line."
"A very good chance, then,","Potter has a criminal record,","###Prompt:
Answer as if you are Umbridge responding to the previous line."
"Potter has a criminal record,","Potter has been cleared of all charges,","###Prompt:
Answer as if you are McGonagall responding to the previous line."
"Potter has been cleared of all charges,",Potter has no chance whatsoever of becoming an Auror!,"###Prompt:
Answer as if you are Umbridge responding to the previous line."
Potter has no chance whatsoever of becoming an Auror!,"Potter, I will assist you to become an Auror if it is the last thing I do! If I have to coach you nightly I will make sure you achieve the required results!","###Prompt:
Answer as if you are McGonagall responding to the previous line."
"Potter, I will assist you to become an Auror if it is the last thing I do! If I have to coach you nightly I will make sure you achieve the required results!",The Minister of Magic will never employ Harry Potter!,"###Prompt:
Answer as if you are Umbridge responding to the previous line."
The Minister of Magic will never employ Harry Potter!,There may well be a new Minister of Magic by the time Potter is ready to join!,"###Prompt:
Answer as if you are McGonagall responding to the previous line."
There may well be a new Minister of Magic by the time Potter is ready to join!,"Aha! Yes! Yes, yes, yes! Of course! That’s what you want, isn’t it, Minerva McGonagall? You want Cornelius Fudge replaced by Albus Dumbledore!","###Prompt:
Answer as if you are Umbridge responding to the previous line."
"Aha! Yes! Yes, yes, yes! Of course! That’s what you want, isn’t it, Minerva McGonagall? You want Cornelius Fudge replaced by Albus Dumbledore!","It’s over, Potter, that concludes our career consultation.Harry:  Sirius?
  Lupin :  What are you — what’s happened, is everything all right?","###Prompt:
Answer as if you are McGonagall responding to the previous line."
"It’s over, Potter, that concludes our career consultation.Harry:  Sirius?
  Lupin :  What are you — what’s happened, is everything all right?","Yes, I just wondered — I mean, I just fancied a — a chat with Sirius.
  Lupin : I’ll call him, He went upstairs to look for Kreacher, he seems to be hiding in the attic again . . .Sirius: What is it? Are you all right? Do you need help?","###Prompt:
Answer as if you are Harry responding to the previous line."
"Yes, I just wondered — I mean, I just fancied a — a chat with Sirius.
  Lupin : I’ll call him, He went upstairs to look for Kreacher, he seems to be hiding in the attic again . . .Sirius: What is it? Are you all right? Do you need help?","No, it’s nothing like that. . . . I just wanted to talk . . . about my dad . . .
  Lupin : I wouldn’t like you to judge your father on what you saw there, Harry. He was only fifteen —","###Prompt:
Answer as if you are Harry responding to the previous line."
"No, it’s nothing like that. . . . I just wanted to talk . . . about my dad . . .
  Lupin : I wouldn’t like you to judge your father on what you saw there, Harry. He was only fifteen —",,"###Prompt:
Answer as if you are Harry responding to the previous line."
,"Look, Harry, James and Snape hated each other from the moment they set eyes on each other, it was just one of those things, you can understand that, can’t you? I think James was everything Snape wanted to be — he was popular, he was good at Quidditch, good at pretty much everything. And Snape was just this little oddball who was up to his eyes in the Dark Arts and James — whatever else he may have appeared to you, Harry — always hated the Dark Arts.","###Prompt:
Answer as if you are Sirius responding to the previous line."
"Look, Harry, James and Snape hated each other from the moment they set eyes on each other, it was just one of those things, you can understand that, can’t you? I think James was everything Snape wanted to be — he was popular, he was good at Quidditch, good at pretty much everything. And Snape was just this little oddball who was up to his eyes in the Dark Arts and James — whatever else he may have appeared to you, Harry — always hated the Dark Arts.","Well, but he just attacked Snape for no good reason, just because — well, just because you said you were bored,","###Prompt:
Answer as if you are Harry responding to the previous line."
"Well, but he just attacked Snape for no good reason, just because — well, just because you said you were bored,","I’m not proud of it,
  Lupin : Look, Harry,","###Prompt:
Answer as if you are Sirius responding to the previous line."
"I’m not proud of it,
  Lupin : Look, Harry,","If we were sometimes arrogant little berks, you mean,","###Prompt:
Answer as if you are Sirius responding to the previous line."
"If we were sometimes arrogant little berks, you mean,","He kept messing up his hair,","###Prompt:
Answer as if you are Harry responding to the previous line."
"He kept messing up his hair,","I’d forgotten he used to do that,
  Lupin : Was he playing with the Snitch?","###Prompt:
Answer as if you are Sirius responding to the previous line."
"I’d forgotten he used to do that,
  Lupin : Was he playing with the Snitch?","Yes, Well . . . I thought he was a bit of an idiot.","###Prompt:
Answer as if you are Harry responding to the previous line."
"Yes, Well . . . I thought he was a bit of an idiot.","We were all idiots! Well — not Moony so much, Yes, you made us feel ashamed of ourselves sometimes. . . . That was something . . .","###Prompt:
Answer as if you are Sirius responding to the previous line."
"We were all idiots! Well — not Moony so much, Yes, you made us feel ashamed of ourselves sometimes. . . . That was something . . .","Yes, he kept looking over at the girls by the lake, hoping they were watching him!","###Prompt:
Answer as if you are Harry responding to the previous line."
"Yes, he kept looking over at the girls by the lake, hoping they were watching him!","Oh, well, he always made a fool of himself whenever Lily was around, He couldn’t stop himself showing off whenever he got near her.","###Prompt:
Answer as if you are Sirius responding to the previous line."
"Oh, well, he always made a fool of himself whenever Lily was around, He couldn’t stop himself showing off whenever he got near her.",She hated him!,"###Prompt:
Answer as if you are Harry responding to the previous line."
She hated him!,"No,
  Lupin : She started going out with him in seventh year,","###Prompt:
Answer as if you are Sirius responding to the previous line."
"No,
  Lupin : She started going out with him in seventh year,","Once James had deflated his head a bit,
  Lupin : And stopped hexing people just for the fun of it,","###Prompt:
Answer as if you are Sirius responding to the previous line."
"Once James had deflated his head a bit,
  Lupin : And stopped hexing people just for the fun of it,","Even Snape?
  Lupin : Well, Snape was a special case. I mean, he never lost an opportunity to curse James, so you couldn’t really expect James to take that lying down, could you?","###Prompt:
Answer as if you are Harry responding to the previous line."
"Even Snape?
  Lupin : Well, Snape was a special case. I mean, he never lost an opportunity to curse James, so you couldn’t really expect James to take that lying down, could you?",And my mum was okay with that?,"###Prompt:
Answer as if you are Harry responding to the previous line."
And my mum was okay with that?,"She didn’t know too much about it, to tell you the truth, I mean, James didn’t take Snape on dates with her and jinx him in front of her, did he? Look, your father was the best friend I ever had, and he was a good person. A lot of people are idiots at the age of fifteen. He grew out of it.","###Prompt:
Answer as if you are Sirius responding to the previous line."
"She didn’t know too much about it, to tell you the truth, I mean, James didn’t take Snape on dates with her and jinx him in front of her, did he? Look, your father was the best friend I ever had, and he was a good person. A lot of people are idiots at the age of fifteen. He grew out of it.","Yeah, okay, I just never thought I’d feel sorry for Snape.
  Lupin : Now you mention it, how did Snape react when he found you’d seen all this?","###Prompt:
Answer as if you are Harry responding to the previous line."
"Yeah, okay, I just never thought I’d feel sorry for Snape.
  Lupin : Now you mention it, how did Snape react when he found you’d seen all this?","He told me he’d never teach me Occlumency again,","###Prompt:
Answer as if you are Harry responding to the previous line."
"He told me he’d never teach me Occlumency again,","What?
  Lupin : Are you serious, Harry? He’s stopped giving you lessons?","###Prompt:
Answer as if you are Sirius responding to the previous line."
"What?
  Lupin : Are you serious, Harry? He’s stopped giving you lessons?","Yeah,","###Prompt:
Answer as if you are Harry responding to the previous line."
"Yeah,","Lupin :  But Harry, first of all, you’re to go back to Snape and tell him that on no account is he to stop giving you lessons — when Dumbledore hears —","###Prompt:
Answer as if you are Sirius responding to the previous line."
"Lupin :  But Harry, first of all, you’re to go back to Snape and tell him that on no account is he to stop giving you lessons — when Dumbledore hears —","he said.
  Lupin :  Do you understand me? Nothing!","###Prompt:
Answer as if you are Harry responding to the previous line."
"he said.
  Lupin :  Do you understand me? Nothing!","Okay, okay, I’ll . . . I’ll try and say something to him. . . . But it won’t be . . . Is that Kreacher coming downstairs?","###Prompt:
Answer as if you are Harry responding to the previous line."
"Okay, okay, I’ll . . . I’ll try and say something to him. . . . But it won’t be . . . Is that Kreacher coming downstairs?","No, It must be somebody your end . . .","###Prompt:
Answer as if you are Sirius responding to the previous line."
"No, It must be somebody your end . . .",,"###Prompt:
Answer as if you are Harry responding to the previous line."
,"Ah, she’s left it open . . . Approval for Whipping . . . Approval for Whipping . . . I can do it at last. . . . They’ve had it coming to them for years . . .Hermione: Should we say something? About what happened to him? In case it helps Madam Pomfrey cure him?","###Prompt:
Answer as if you are Filch responding to the previous line."
"Ah, she’s left it open . . . Approval for Whipping . . . Approval for Whipping . . . I can do it at last. . . . They’ve had it coming to them for years . . .Hermione: Should we say something? About what happened to him? In case it helps Madam Pomfrey cure him?","’Course not, he’ll recover,","###Prompt:
Answer as if you are Ron responding to the previous line."
"’Course not, he’ll recover,","Anyway, more trouble for Umbridge, isn’t it?","###Prompt:
Answer as if you are Harry responding to the previous line."
"Anyway, more trouble for Umbridge, isn’t it?","Reparo! That’s all very well, but what if Montague’s permanently injured?","###Prompt:
Answer as if you are Hermione responding to the previous line."
"Reparo! That’s all very well, but what if Montague’s permanently injured?","Who cares? Montague shouldn’t have tried to take all those points from Gryffindor, should he? If you want to worry about anyone, Hermione, worry about me!","###Prompt:
Answer as if you are Ron responding to the previous line."
"Who cares? Montague shouldn’t have tried to take all those points from Gryffindor, should he? If you want to worry about anyone, Hermione, worry about me!",You? Why should I be worried about you?,"###Prompt:
Answer as if you are Hermione responding to the previous line."
You? Why should I be worried about you?,"When Mum’s next letter finally gets through Umbridge’s screening process, I’m going to be in deep trouble. I wouldn’t be surprised if she’s sent a Howler again.","###Prompt:
Answer as if you are Ron responding to the previous line."
"When Mum’s next letter finally gets through Umbridge’s screening process, I’m going to be in deep trouble. I wouldn’t be surprised if she’s sent a Howler again.",But —,"###Prompt:
Answer as if you are Hermione responding to the previous line."
But —,"It’ll be my fault Fred and George left, you wait, She’ll say I should’ve stopped them leaving, I should’ve grabbed the ends of their brooms and hung on or something. . . . Yeah, it’ll be all my fault . . .","###Prompt:
Answer as if you are Ron responding to the previous line."
"It’ll be my fault Fred and George left, you wait, She’ll say I should’ve stopped them leaving, I should’ve grabbed the ends of their brooms and hung on or something. . . . Yeah, it’ll be all my fault . . .","Well, if she does say that it’ll be very unfair, you couldn’t have done anything! But I’m sure she won’t, I mean, if it’s really true they’ve got premises in Diagon Alley now, they must have been planning this for ages . . .","###Prompt:
Answer as if you are Hermione responding to the previous line."
"Well, if she does say that it’ll be very unfair, you couldn’t have done anything! But I’m sure she won’t, I mean, if it’s really true they’ve got premises in Diagon Alley now, they must have been planning this for ages . . .","Yeah, but that’s another thing, how did they get premises? It’s a bit dodgy, isn’t it?","###Prompt:
Answer as if you are Ron responding to the previous line."
"Yeah, but that’s another thing, how did they get premises? It’s a bit dodgy, isn’t it?","Well, yes, that occurred to me too, I’ve been wondering whether Mundungus has persuaded them to sell stolen goods or something awful . . .","###Prompt:
Answer as if you are Hermione responding to the previous line."
"Well, yes, that occurred to me too, I’ve been wondering whether Mundungus has persuaded them to sell stolen goods or something awful . . .","He hasn’t,
Ron, Hermione: How do you know?","###Prompt:
Answer as if you are Harry responding to the previous line."
"He hasn’t,
Ron, Hermione: How do you know?",Because they got the gold from me. I gave them my Triwizard winnings last June.,"###Prompt:
Answer as if you are Harry responding to the previous line."
Because they got the gold from me. I gave them my Triwizard winnings last June.,"Oh, Harry, you didn’t!","###Prompt:
Answer as if you are Hermione responding to the previous line."
"Oh, Harry, you didn’t!","Yes, I did,","###Prompt:
Answer as if you are Harry responding to the previous line."
"Yes, I did,","But this is excellent! It’s all your fault, Harry — Mum can’t blame me at all! Can I tell her?","###Prompt:
Answer as if you are Ron responding to the previous line."
"But this is excellent! It’s all your fault, Harry — Mum can’t blame me at all! Can I tell her?","Yeah, I suppose you’d better, ’Specially if she thinks they’re receiving stolen cauldrons or something . . . It’s no good nagging me, it’s done, Fred and George have got the gold — spent a good bit of it too, by the sounds of it — and I can’t get it back from them and I don’t want to. So save your breath, Hermione.","###Prompt:
Answer as if you are Harry responding to the previous line."
"Yeah, I suppose you’d better, ’Specially if she thinks they’re receiving stolen cauldrons or something . . . It’s no good nagging me, it’s done, Fred and George have got the gold — spent a good bit of it too, by the sounds of it — and I can’t get it back from them and I don’t want to. So save your breath, Hermione.","I wasn’t going to say anything about Fred and George! No, I wasn’t! As a matter of fact, I was going to ask Harry when he’s going to go back to Snape and ask for Occlumency lessons again! You can’t tell me you’ve stopped having funny dreams, because Ron told me last night you were muttering in your sleep again . . .","###Prompt:
Answer as if you are Hermione responding to the previous line."
"I wasn’t going to say anything about Fred and George! No, I wasn’t! As a matter of fact, I was going to ask Harry when he’s going to go back to Snape and ask for Occlumency lessons again! You can’t tell me you’ve stopped having funny dreams, because Ron told me last night you were muttering in your sleep again . . .","You were only muttering a bit, Something about ‘just a bit farther. ’","###Prompt:
Answer as if you are Ron responding to the previous line."
"You were only muttering a bit, Something about ‘just a bit farther. ’","I dreamed I was watching you lot play Quidditch, I was trying to get you to stretch out a bit farther to grab the Quaffle.","###Prompt:
Answer as if you are Harry responding to the previous line."
"I dreamed I was watching you lot play Quidditch, I was trying to get you to stretch out a bit farther to grab the Quaffle.","You are trying to block your mind, aren’t you? You are keeping going with your Occlumency?","###Prompt:
Answer as if you are Hermione responding to the previous line."
"You are trying to block your mind, aren’t you? You are keeping going with your Occlumency?","Of course I am,","###Prompt:
Answer as if you are Harry responding to the previous line."
"Of course I am,","You know, if Montague doesn’t recover before Slytherin play Hufflepuff, we might be in with a chance of winning the Cup.","###Prompt:
Answer as if you are Ron responding to the previous line."
"You know, if Montague doesn’t recover before Slytherin play Hufflepuff, we might be in with a chance of winning the Cup.","Yeah, I s’pose so, Yeah, that’s right,","###Prompt:
Answer as if you are Harry responding to the previous line."
"Yeah, I s’pose so, Yeah, that’s right,","I mean, we’ve won one, lost one — if Slytherin lose to Hufflepuff next Saturday —","###Prompt:
Answer as if you are Ron responding to the previous line."
"I mean, we’ve won one, lost one — if Slytherin lose to Hufflepuff next Saturday —","Yeah, I s’pose so, Yeah, I s’pose so,Hagrid: Harry, Hermione . . . Listen, can yeh come with me? Now? While ev’ryone’s watchin’ the match?","###Prompt:
Answer as if you are Harry responding to the previous line."
"Yeah, I s’pose so, Yeah, I s’pose so,Hagrid: Harry, Hermione . . . Listen, can yeh come with me? Now? While ev’ryone’s watchin’ the match?","Er . . . can’t it wait, Hagrid? Till the match is over?","###Prompt:
Answer as if you are Harry responding to the previous line."
"Er . . . can’t it wait, Hagrid? Till the match is over?","Harry, No, Harry, it’s gotta be now . . . while ev’ryone’s lookin’ the other way. . . . Please?","###Prompt:
Answer as if you are Hagrid responding to the previous line."
"Harry, No, Harry, it’s gotta be now . . . while ev’ryone’s lookin’ the other way. . . . Please?","’Course, ’course we’ll come . . .","###Prompt:
Answer as if you are Harry responding to the previous line."
"’Course, ’course we’ll come . . .","I ’ppreciate this, you two, I really do, I jus’ hope she doesn’ notice us goin’ . . .","###Prompt:
Answer as if you are Hagrid responding to the previous line."
"I ’ppreciate this, you two, I really do, I jus’ hope she doesn’ notice us goin’ . . .","You mean Umbridge? She won’t, she’s got her whole Inquisitorial Squad sitting with her, didn’t you see? She must be expecting trouble at the match.","###Prompt:
Answer as if you are Harry responding to the previous line."
"You mean Umbridge? She won’t, she’s got her whole Inquisitorial Squad sitting with her, didn’t you see? She must be expecting trouble at the match.","Yeah, well, a bit o’ trouble wouldn’ hurt, Give us more time . . .","###Prompt:
Answer as if you are Hagrid responding to the previous line."
"Yeah, well, a bit o’ trouble wouldn’ hurt, Give us more time . . .","What is it, Hagrid?","###Prompt:
Answer as if you are Hermione responding to the previous line."
"What is it, Hagrid?","Yeh — yeh’ll see in a mo’,","###Prompt:
Answer as if you are Hagrid responding to the previous line."
"Yeh — yeh’ll see in a mo’,",Hey — did someone jus’ score?,"###Prompt:
Answer as if you are student responding to the previous line."
